RUT;Nombre;Genero;Fecha_Nacimiento;Previsión;Monto_Deuda
15.316.421-9;Blanca Pamela Saavedra Marín;FEMENINO;1964/2/15;FONASA;950558.16
13.429.864-4;Juan Gabriel Saavedra Vergara;MASCULINO;1989/1/23;FONASA;781250.88
15.198.131-2;Rodrigo Rodrigo Vergara Vergara;MASCULINO;1972/6/17;FONASA;1392105.77
21.154.925-9;Juan Ramón Díaz Vergara;MASCULINO;1983/1/30;FONASA;424557.76
6.038.149-6;Francisco Gabriel Ruiz Saavedra;MASCULINO;1983/7/17;FONASA;158660.17
13.883.820-9;Blanca Isidora Ruiz Ruiz;FEMENINO;1996/1/7;FONASA;126219.29000000001
20.581.909-0;Gabriel Ramón Campos Marín;MASCULINO;1979/11/10;FONASA;576128.4400000001
14.558.634-2;Francisco Vicente Rodríguez Rodríguez;MASCULINO;1991/5/28;ISAPRE;201542.16
12.855.084-8;Rodrigo Juan Muñoz Rojas;MASCULINO;1977/11/6;ISAPRE;894491.14
20.132.078-6;Cecilia Cecilia Díaz Vergara;FEMENINO;1960/1/3;FONASA;1045064.78
9.363.222-0;Daniela Javiera López Rodríguez;FEMENINO;1970/6/8;FONASA;1280214.81
16.341.115-8;Francisco Pedro Rodríguez Robles;MASCULINO;1975/8/14;ISAPRE;1503107.84
20.715.997-1;Isabel Valeria Quiroga Robles;FEMENINO;1977/5/5;ISAPRE;1900273.78
18.194.661-0;Felipe Pedro Quiroga Rodríguez;MASCULINO;1966/12/22;FONASA;1411330.72
16.035.818-5;Victoria Daniela Vergara González;FEMENINO;1961/5/19;FONASA;587044.38
13.033.100-5;Ignacio Juan Ruiz Vergara;MASCULINO;1983/3/28;FONASA;938612.22
14.757.406-8;Blanca Victoria Robles Saavedra;FEMENINO;1987/6/26;FONASA;1772311.73
16.159.120-1;María Andrea López Saavedra;FEMENINO;1981/6/20;FONASA;1060297.45
5.687.062-6;Daniela Isidora Rojas Vergara;FEMENINO;1968/12/13;ISAPRE;1389440.1300000001
8.485.663-4;Alejandro Juan Díaz Quiroga;MASCULINO;1967/11/30;FONASA;616293.29
7.733.542-3;María Andrea Saavedra Robles;FEMENINO;1989/10/19;ISAPRE;1141847.7
15.07.333-8;Ignacia Isidora Rodríguez González;FEMENINO;1995/2/14;FONASA;151469.74
14.433.061-0;Pedro Ignacio Robles Robles;MASCULINO;1977/3/13;ISAPRE;1971492.1
6.453.721-2;Bernardo Javier Castro Díaz;MASCULINO;1979/2/5;FONASA;855801.25
10.428.07-5;Alejandro Bernardo Rodríguez Ruiz;MASCULINO;1968/12/17;FONASA;634722.05
12.946.977-3;Ramón Alejandro Marín Rodríguez;MASCULINO;1969/11/9;ISAPRE;217921.22
5.713.107-4;Pamela Cecilia Valenzuela Marín;FEMENINO;1998/10/7;FONASA;341266.81
21.276.641-5;Valeria Ignacia Castro Campos;FEMENINO;1980/8/10;FONASA;1412494.62
7.571.01-7;Constanza Paula Rojas Vergara;FEMENINO;1979/12/2;FONASA;802777.88
11.403.639-9;Alejandro Andrés Rodríguez Rodríguez;MASCULINO;1966/9/7;FONASA;1195875.32
17.905.796-2;Juan Gabriel Robles Vergara;MASCULINO;1974/5/12;FONASA;648928.84
6.991.968-0;Ramón Gabriel Vergara Marín;MASCULINO;1972/8/0;FONASA;1853299.6
15.806.862-8;Ignacio Rodrigo Rodríguez Saavedra;MASCULINO;1989/8/8;FONASA;1778676.1
12.299.614-7;Gabriel Felipe Robles Rojas;MASCULINO;1983/6/12;FONASA;123774.07
18.171.270-5;Constanza Isidora Valenzuela Rodríguez;FEMENINO;1996/7/5;FONASA;894358.27
14.775.849-1;Ramón Francisco Rodríguez Rojas;MASCULINO;1985/6/17;FONASA;1697380.26
21.220.974-4;Ramón Alejandro Marín Rodríguez;MASCULINO;1988/2/9;ISAPRE;508165.95
13.605.458-0;Valeria Isidora Rodríguez Campos;FEMENINO;1995/12/12;ISAPRE;907313.61
5.557.956-2;Ignacia Andrea González Ruiz;FEMENINO;1988/11/22;FONASA;1483015.6300000001
8.276.249-4;Gabriel Felipe Campos Castro;MASCULINO;1979/12/30;FONASA;1374357.84
10.657.675-4;Vicente Ignacio Robles Rodríguez;MASCULINO;1998/12/20;FONASA;1575708.42
20.035.094-3;Daniela Daniela González Rojas;FEMENINO;1976/9/24;FONASA;2031419.56
19.085.412-0;Felipe Francisco Campos López;MASCULINO;1979/3/23;FONASA;1571544.1300000001
5.645.638-1;Javier Felipe Castro Muñoz;MASCULINO;1970/12/26;FONASA;1824312.31
4.463.104-0;Pedro Felipe González López;MASCULINO;1986/11/2;FONASA;1929465.01
14.455.298-8;Isidora Constanza López Saavedra;FEMENINO;1998/11/25;FONASA;1152199.2
12.391.118-7;Isabel Pamela Rojas Muñoz;FEMENINO;1960/3/6;ISAPRE;935835.34
6.351.709-4;Alejandro Andrés Quiroga Castro;MASCULINO;2000/6/0;ISAPRE;320943.88
18.808.957-6;Juan Gabriel Vergara González;MASCULINO;1979/3/19;FONASA;628201.12
17.947.010-0;Isabel Valeria Castro Campos;FEMENINO;1985/8/17;FONASA;1294151.74
19.664.460-9;Andrés Pedro González Díaz;MASCULINO;1960/8/9;FONASA;172885.5
18.462.228-5;Javiera Javiera López Castro;FEMENINO;1977/2/20;ISAPRE;1089475.29
12.445.655-4;Ignacio Francisco González Saavedra;MASCULINO;1984/5/16;FONASA;1348131.98
18.514.849-5;Cecilia Cecilia Rojas Muñoz;FEMENINO;1977/1/26;FONASA;709684.42
13.172.631-4;Victoria Victoria López Rojas;FEMENINO;1994/2/5;FONASA;1524569.95
12.433.010-2;Daniela Javiera Quiroga Rojas;FEMENINO;1980/11/14;FONASA;2058929.83
4.301.572-0;Constanza Blanca Muñoz Valenzuela;FEMENINO;1963/8/5;FONASA;1013038.99
10.443.469-1;Felipe Pablo Valenzuela Valenzuela;MASCULINO;1979/10/8;FONASA;196541.51
11.605.606-3;Cecilia Pamela López Rodríguez;FEMENINO;1994/11/10;FONASA;1094585.12
20.777.458-2;Javiera Ignacia González Robles;FEMENINO;2000/3/10;FONASA;2045960.07
18.027.489-0;Valeria Constanza Rojas Muñoz;FEMENINO;1969/10/8;FONASA;1312276.6500000001
18.472.433-4;Vicente Ignacio Rojas González;MASCULINO;1980/12/25;ISAPRE;602049.42
17.459.348-4;Pamela Constanza Ruiz Muñoz;FEMENINO;1981/10/22;FONASA;1313602.26
9.841.228-8;Andrés Alejandro Quiroga Rodríguez;MASCULINO;1974/7/2;FONASA;429771.62
15.111.323-8;Pedro Vicente Marín Robles;MASCULINO;1990/9/21;FONASA;1190990.03
12.758.861-1;Pablo Rodrigo Marín Ruiz;MASCULINO;1996/1/30;ISAPRE;1086664.42
16.470.336-2;Javier Bernardo Rodríguez Rodríguez;MASCULINO;1978/9/12;FONASA;622113.8200000001
15.071.935-9;Isidora Isidora Castro Castro;FEMENINO;1964/6/23;FONASA;1221368.85
12.326.490-4;Isidora Andrea Rodríguez Rodríguez;FEMENINO;1982/8/4;ISAPRE;488292.10000000003
19.826.438-2;Rodrigo Juan Marín López;MASCULINO;1968/7/24;ISAPRE;1225924.54
18.287.760-3;Gabriel Juan Ruiz Rodríguez;MASCULINO;1986/3/5;FONASA;2048041.7
21.01.663-0;Ramón Andrés Quiroga Saavedra;MASCULINO;1961/11/21;FONASA;1384170.6500000001
19.058.379-4;Valeria María Vergara Campos;FEMENINO;2000/11/22;ISAPRE;1190234.01
16.162.257-1;Pedro Pedro Quiroga López;MASCULINO;1992/8/27;ISAPRE;1853808.4200000002
19.634.154-8;Pablo Felipe Ruiz Marín;MASCULINO;1993/9/25;FONASA;844776.13
13.613.02-0;Rodrigo Pedro Saavedra Castro;MASCULINO;1968/6/9;ISAPRE;1816543.02
13.308.166-5;Pamela Pamela Campos Muñoz;FEMENINO;1965/10/18;FONASA;1732650.55
9.665.186-9;Bernardo Alejandro Rodríguez Campos;MASCULINO;1966/8/27;FONASA;488966.75
6.414.744-3;Paula Isidora López Quiroga;FEMENINO;1986/7/17;FONASA;1968163.1400000001
8.445.999-1;Ignacio Alejandro López Muñoz;MASCULINO;1962/1/4;FONASA;1046809.6
15.747.333-3;Bernardo Juan Robles Robles;MASCULINO;1964/1/6;FONASA;397056.76
11.03.393-6;Javier Bernardo Rodríguez Ruiz;MASCULINO;1998/8/5;ISAPRE;854236.68
12.219.431-9;Javier Alejandro Robles Robles;MASCULINO;1977/3/21;FONASA;1527467.34
9.724.654-4;Ramón Pablo Ruiz Robles;MASCULINO;1960/11/2;FONASA;1381363.9000000001
19.998.934-1;Ramón Juan Marín Saavedra;MASCULINO;1999/6/14;FONASA;1778117.84
21.889.040-4;Cecilia María Rojas González;FEMENINO;1974/3/14;FONASA;1445788.34
9.669.704-4;Alejandro Juan Robles González;MASCULINO;1970/6/25;FONASA;1940640.51
20.773.563-4;Bernardo Andrés López Campos;MASCULINO;1995/3/10;FONASA;1148908.35
16.330.527-8;Gabriel Javier Valenzuela Ruiz;MASCULINO;2000/6/29;FONASA;1593374.98
21.050.270-5;Isabel Pamela Rojas Valenzuela;FEMENINO;1998/2/14;FONASA;927325.48
8.876.840-5;Pablo Ignacio Saavedra Muñoz;MASCULINO;1962/5/18;FONASA;229762.1
5.455.725-8;Felipe Vicente Rodríguez Quiroga;MASCULINO;1977/9/11;FONASA;1122236.5
18.829.120-0;Constanza Blanca Rojas Díaz;FEMENINO;1985/2/19;FONASA;109177.94
15.778.763-8;Valeria Andrea López Vergara;FEMENINO;1985/10/11;ISAPRE;1718925.8
19.842.404-3;Felipe Bernardo Rodríguez Rojas;MASCULINO;1968/4/21;ISAPRE;1442082.4000000001
6.880.278-7;Vicente Andrés Muñoz González;MASCULINO;1979/3/26;ISAPRE;1663910.4100000001
12.770.537-0;Blanca Isidora Rodríguez Díaz;FEMENINO;1994/7/14;FONASA;865628.48
6.561.441-8;Ramón Pablo Rodríguez Rodríguez;MASCULINO;1982/1/18;FONASA;812730.77
21.773.327-6;Andrés Felipe Marín Saavedra;MASCULINO;2000/11/29;ISAPRE;716175.48
18.556.129-7;Francisco Pedro Muñoz Díaz;MASCULINO;1977/11/4;FONASA;1924459.21
8.145.608-0;Vicente Javier Saavedra Campos;MASCULINO;1978/2/10;FONASA;1389651.28
15.558.476-1;Javiera Andrea Rodríguez Rodríguez;FEMENINO;1987/10/30;FONASA;1361021.4000000001
14.682.254-7;Javiera Daniela Valenzuela Marín;FEMENINO;1969/7/21;FONASA;221772.39
17.394.939-3;Javier Alejandro Saavedra Quiroga;MASCULINO;1966/12/12;FONASA;1715676.1500000001
13.646.711-6;Felipe Vicente Díaz Robles;MASCULINO;1996/11/13;FONASA;127936.3
4.786.472-1;Ramón Ramón Vergara Valenzuela;MASCULINO;1983/2/15;FONASA;499915.65
15.034.332-9;Ramón Francisco Campos Castro;MASCULINO;1973/11/26;FONASA;1034628.8200000001
13.268.328-6;Valeria Javiera Rojas Marín;FEMENINO;1970/2/8;FONASA;1255779.09
6.033.112-2;Vicente Pedro González Ruiz;MASCULINO;1975/11/21;ISAPRE;647082.05
7.837.350-1;María Constanza Valenzuela Quiroga;FEMENINO;1994/6/24;FONASA;329524.81
9.097.028-5;Pablo Bernardo Marín Marín;MASCULINO;1987/7/16;FONASA;1743823.99
16.533.524-2;Alejandro Gabriel Muñoz Muñoz;MASCULINO;1993/12/8;FONASA;892856.53
16.389.122-7;Blanca Ignacia Campos Quiroga;FEMENINO;1963/6/4;FONASA;340070.98
9.236.257-9;Constanza Cecilia Campos Robles;FEMENINO;1999/11/6;FONASA;229337.74000000002
6.314.840-4;Andrea Isidora Saavedra Rodríguez;FEMENINO;1965/7/9;ISAPRE;576424.05
8.218.037-5;Rodrigo Vicente Valenzuela Robles;MASCULINO;1965/8/22;ISAPRE;1568779.61
18.627.595-1;Daniela Isabel Ruiz Ruiz;FEMENINO;1989/4/6;FONASA;2027368.57
7.335.616-7;Pedro Felipe Saavedra Rodríguez;MASCULINO;1991/12/13;FONASA;1351828.6500000001
14.702.686-6;Ramón Pedro Valenzuela Castro;MASCULINO;1967/10/30;FONASA;1668608.24
11.994.496-9;María Andrea Saavedra Valenzuela;FEMENINO;1988/8/26;FONASA;565240.31
13.339.941-8;Isidora Daniela Robles Vergara;FEMENINO;1995/2/22;FONASA;277334.71
15.241.599-6;Valeria Cecilia Rodríguez Rojas;FEMENINO;1966/7/27;FONASA;1320198.3800000001
15.927.686-5;Ramón Gabriel Díaz Díaz;MASCULINO;1969/8/9;FONASA;964763.92
16.694.301-2;Rodrigo Felipe López González;MASCULINO;1965/5/3;FONASA;1622002.8
20.619.507-7;Vicente Javier Robles Rojas;MASCULINO;1965/5/17;FONASA;1585872.46
15.294.514-4;Francisco Felipe Marín López;MASCULINO;1969/8/10;ISAPRE;528992.55
9.628.848-2;Ignacia María Marín Muñoz;FEMENINO;1970/6/19;FONASA;1692354.8900000001
5.335.422-3;Alejandro Gabriel Rodríguez Robles;MASCULINO;1967/7/0;FONASA;182855.9
7.698.530-6;Pedro Alejandro González Vergara;MASCULINO;1990/1/13;FONASA;115953.28
4.060.266-8;Rodrigo Vicente Marín Rojas;MASCULINO;1974/10/16;ISAPRE;591491.92
8.557.392-2;Isabel Isidora Quiroga Marín;FEMENINO;1974/11/8;ISAPRE;236151.19
11.409.492-8;Constanza Constanza Rojas Robles;FEMENINO;1964/2/22;FONASA;254303.91
13.236.619-4;Andrés Bernardo Castro Rodríguez;MASCULINO;1973/9/22;FONASA;1668622.6600000001
16.694.392-5;Paula Victoria Marín Robles;FEMENINO;1972/1/19;FONASA;1635580.26
5.284.994-0;Pablo Juan Ruiz Marín;MASCULINO;1974/9/23;FONASA;624608.48
13.977.530-0;Javier Francisco Muñoz Rojas;MASCULINO;1982/3/14;ISAPRE;1293415.29
10.537.647-9;María Isidora Rojas Quiroga;FEMENINO;1998/5/19;FONASA;1666456.57
8.034.995-5;María Cecilia González Castro;FEMENINO;1976/6/19;FONASA;832580.93
5.098.663-2;Pedro Javier Robles Vergara;MASCULINO;1992/10/19;FONASA;215710.84
4.190.830-3;Isabel Andrea Campos Saavedra;FEMENINO;1990/11/24;ISAPRE;1500475.1600000001
13.651.988-0;Pamela Constanza López Rodríguez;FEMENINO;1999/12/24;FONASA;2057610.4000000001
14.951.034-9;Felipe Rodrigo Marín Díaz;MASCULINO;1987/6/17;FONASA;1200388.78
18.00.659-7;Francisco Javier Rodríguez Valenzuela;MASCULINO;1987/3/8;ISAPRE;2043933.03
6.695.425-2;Valeria Victoria Vergara Ruiz;FEMENINO;1966/2/17;ISAPRE;695670.24
5.832.552-3;Andrés Ramón Rojas Saavedra;MASCULINO;1979/8/16;ISAPRE;1613404.36
13.631.204-1;Andrés Pedro Marín Díaz;MASCULINO;1970/9/13;ISAPRE;967326.56
18.580.186-6;María Cecilia Valenzuela Rojas;FEMENINO;1967/1/30;ISAPRE;1864186.7
19.356.079-7;Ramón Bernardo González Campos;MASCULINO;1993/9/6;ISAPRE;1577728.25
20.331.655-9;María Daniela Rodríguez Rodríguez;FEMENINO;1993/12/3;FONASA;404218.35000000003
16.731.958-7;Valeria Valeria Campos Campos;FEMENINO;1999/3/15;FONASA;912069.12
20.897.312-1;Ramón Pablo Muñoz Rodríguez;MASCULINO;1964/7/11;FONASA;555897.18
4.395.141-2;Vicente Vicente Rojas Robles;MASCULINO;1986/4/16;FONASA;1850848.2
12.158.315-6;Blanca Valeria Marín Campos;FEMENINO;1980/7/10;FONASA;860073.6900000001
11.501.307-4;Rodrigo Vicente Valenzuela Valenzuela;MASCULINO;1975/8/4;FONASA;1286006.5
6.937.064-1;Pamela Paula Castro Ruiz;FEMENINO;1996/2/11;FONASA;677620.52
12.077.130-0;Felipe Javier Muñoz Vergara;MASCULINO;1982/3/30;FONASA;1396975.61
10.647.745-3;Pablo Ramón Muñoz Díaz;MASCULINO;1996/2/21;ISAPRE;1156103.93
6.891.096-8;Daniela Pamela Quiroga Robles;FEMENINO;1984/6/14;FONASA;1742635.37
4.097.997-4;Constanza María Díaz Valenzuela;FEMENINO;1977/3/7;ISAPRE;1242316.99
18.376.244-5;Constanza Isidora Rojas Rodríguez;FEMENINO;1982/5/6;FONASA;731571.92
9.027.993-8;Blanca Cecilia Campos Rodríguez;FEMENINO;1981/11/5;FONASA;1233794.77
17.683.690-6;Ignacio Vicente Saavedra Robles;MASCULINO;1988/12/11;FONASA;872185.4600000001
12.237.034-1;Pamela Ignacia Díaz Vergara;FEMENINO;1974/6/23;FONASA;1639112.1300000001
14.170.563-8;Pablo Felipe Rojas Rojas;MASCULINO;1960/6/30;ISAPRE;1370787.86
5.347.565-4;Constanza Cecilia Ruiz Vergara;FEMENINO;1975/11/13;FONASA;125519.92
14.371.466-8;Pablo Javier Saavedra Robles;MASCULINO;1986/10/30;FONASA;1211768.22
7.578.502-2;Andrea Isidora Saavedra Campos;FEMENINO;1980/6/13;ISAPRE;1002868.77
19.732.064-2;Daniela Ignacia Campos Rojas;FEMENINO;1974/10/1;FONASA;1101773.49
15.027.674-6;Ignacio Alejandro González Campos;MASCULINO;1980/5/27;FONASA;336795.58
16.652.447-7;Isidora Pamela Rodríguez Díaz;FEMENINO;1969/10/13;FONASA;792935.2000000001
11.087.707-2;Constanza Isabel Valenzuela Quiroga;FEMENINO;1974/4/8;FONASA;1675390.79
4.015.647-9;Ramón Rodrigo Quiroga Rojas;MASCULINO;1998/12/20;FONASA;1719148.28
8.016.974-7;Andrea Ignacia Ruiz Quiroga;FEMENINO;1985/7/26;FONASA;1065997.47
13.780.496-8;Ramón Francisco Valenzuela Valenzuela;MASCULINO;1996/10/12;ISAPRE;1265699.02
6.509.713-1;Isidora María Castro Díaz;FEMENINO;1993/3/16;ISAPRE;829236.52
10.782.816-5;Pablo Bernardo Marín Rodríguez;MASCULINO;1962/3/19;FONASA;1311337.29
8.047.856-4;Isidora Ignacia Díaz Vergara;FEMENINO;1992/11/13;ISAPRE;145976.75
20.312.199-4;Francisco Gabriel González González;MASCULINO;1981/7/13;ISAPRE;1289231.43
